City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Luoyang,CN,34.6836,112.4536,70.21,94,100,14.27,light rain
473,Lata,PT,40.1629,-8.3327,58.82,84,52,0.87,broken clouds
474,Vyshneve,UA,50.3891,30.3705,48.06,62,0,4.47,clear sky
475,Batagay-Alyta,RU,67.8006,130.4114,15.13,93,38,0.38,scattered clouds
476,Uyskoye,RU,54.3775,60.0047,29.01,84,21,5.7,few clouds
477,Sioux Lookout,CA,50.1001,-91.917,62.98,63,75,3.44,broken clouds
478,Vetluzhskiy,RU,58.3902,45.4654,43.72,90,100,2.73,overcast clouds
479,Naze,JP,28.3667,129.4833,77.07,64,1,18.63,clear sky
480,Glace Bay,CA,46.1969,-59.957,54.68,90,75,3.0,broken clouds
481,Faya,SA,18.3851,42.4509,62.71,43,73,0.87,broken clouds
482,Mátranovák,HU,48.0381,19.9826,52.86,59,5,3.85,clear sky
483,Estância,BR,-11.2683,-37.4383,80.08,90,8,4.5,clear sky
484,Chapais,CA,49.7834,-74.8492,55.18,59,3,4.74,clear sky
485,Malpe,IN,13.35,74.7167,78.1,93,77,4.21,broken clouds
486,Caravelas,BR,-17.7125,-39.2481,76.28,79,6,13.6,clear sky
487,Manzhouli,CN,49.6,117.4333,35.11,67,71,6.71,broken clouds
488,Khandyga,RU,62.6667,135.6,25.95,92,7,2.77,clear sky
489,Makungu,TZ,-8.7333,35.2833,61.03,68,62,2.62,broken clouds
490,Arrecife,ES,28.963,-13.5477,73.47,73,20,9.22,few clouds
491,Mahajanga,MG,-15.7167,46.3167,71.62,83,20,2.3,few clouds
492,Ixtapa,MX,20.7,-105.2,88.23,70,20,10.36,few clouds
493,Arlit,NE,18.7369,7.3853,88.23,13,0,8.66,clear sky
494,Pittsfield,US,42.4501,-73.2454,65.35,85,90,3.44,moderate rain
495,Bambous Virieux,MU,-20.3428,57.7575,72.21,83,40,11.5,scattered clouds
496,Rosehearty,GB,57.697,-2.1132,51.89,70,100,19.15,overcast clouds
497,Flinders,AU,-34.5833,150.8552,65.05,56,52,5.14,broken clouds
498,Morgan City,US,29.6994,-91.2068,86.0,78,75,6.91,broken clouds
499,Kuytun,RU,54.3419,101.5036,29.62,93,82,2.24,broken clouds
500,Maltahöhe,NA,-24.8333,16.9833,58.37,22,37,12.37,scattered clouds
501,Effingham County,US,32.3669,-81.3332,86.18,73,20,1.41,few clouds
502,Morant Bay,JM,17.8815,-76.4093,82.02,79,52,8.16,broken clouds
503,Languyan,PH,5.2618,120.0807,80.13,83,100,5.44,overcast clouds
504,Port Macquarie,AU,-31.4333,152.9167,58.96,49,82,7.31,broken clouds
505,Jieshi,CN,22.8134,115.8257,79.11,77,62,15.35,broken clouds
506,Bonthe,SL,7.5264,-12.505,78.67,86,100,3.96,overcast clouds
507,Devils Lake,US,48.1128,-98.8651,75.94,37,1,8.01,clear sky
508,Jeremoabo,BR,-10.075,-38.4808,77.58,58,3,13.6,clear sky
509,Rocha,UY,-34.4833,-54.3333,49.21,71,68,9.75,broken clouds
510,Chornukhy,UA,50.2673,32.942,45.0,60,1,7.34,clear sky
511,Thaba-Tseka,LS,-29.522,28.6084,43.02,51,0,2.46,clear sky
512,Collie,AU,-33.3667,116.15,42.39,86,17,3.89,few clouds
513,Chicama,PE,-7.8447,-79.1469,63.14,68,45,9.46,scattered clouds
514,Shenjiamen,CN,29.9576,122.298,77.38,89,2,13.13,clear sky
515,Vostok,RU,46.4856,135.8833,43.11,96,100,3.56,overcast clouds
516,Qaryat Sulūq,LY,31.6682,20.2521,71.51,54,0,7.67,clear sky
517,Sun Valley,US,39.5963,-119.776,84.04,11,1,1.01,smoke
518,Savannah Bight,HN,16.45,-85.85,87.85,73,23,11.9,few clouds
519,North Bend,US,43.4065,-124.2243,76.24,70,1,19.57,clear sky
520,Karratha,AU,-20.7377,116.8463,68.41,63,0,4.52,clear sky
521,Mackay,AU,-21.15,149.2,75.69,94,75,1.14,broken clouds
522,Plettenberg Bay,ZA,-34.0527,23.3716,50.86,84,26,7.25,light rain
523,Hualmay,PE,-11.0964,-77.6139,64.98,76,50,9.71,scattered clouds
524,Northam,GB,51.0333,-4.2167,56.01,90,19,13.62,light rain
525,Solnechnyy,RU,50.7214,136.6319,36.3,63,2,4.14,clear sky
526,Zaysan,KZ,47.4667,84.8667,39.74,61,99,0.45,overcast clouds
527,Cardston,CA,49.2,-113.3019,70.09,22,4,13.8,clear sky
528,Bela,IN,25.9333,81.9833,78.78,85,40,5.93,heavy intensity rain
529,Chernyshevskiy,RU,63.0128,112.4714,30.04,98,100,4.09,overcast clouds
530,Husavik,IS,66.0449,-17.3389,42.71,98,100,21.79,overcast clouds
531,Salalah,OM,17.0151,54.0924,80.69,89,75,6.91,broken clouds
532,Chapleau,CA,47.8405,-83.4034,57.29,94,90,9.22,overcast clouds
533,Little Current,CA,45.9793,-81.9248,60.89,93,100,13.78,overcast clouds
534,Yulara,AU,-25.2406,130.9889,51.64,40,0,6.91,clear sky
535,Gatton,AU,-27.55,152.2833,82.63,30,1,6.35,clear sky
536,Sept-Îles,CA,50.2001,-66.3821,52.32,67,20,8.01,few clouds
537,Coquimbo,CL,-29.9533,-71.3436,60.53,63,0,16.11,clear sky
538,Akureyri,IS,65.6835,-18.0878,42.73,87,90,13.8,overcast clouds
539,Margate,GB,51.3813,1.3862,55.04,83,0,1.99,clear sky
540,Luancheng,CN,37.8792,114.6517,64.56,87,100,12.66,overcast clouds
541,Gravelbourg,CA,49.8834,-106.5512,77.27,15,6,14.54,clear sky
542,Yamada,JP,39.4667,141.95,64.56,79,2,7.0,clear sky
543,Mount Gambier,AU,-37.8333,140.7667,49.91,87,40,11.5,scattered clouds
544,Brae,GB,60.3964,-1.353,51.71,82,100,34.92,overcast clouds
545,Ballina,AU,-28.8667,153.5667,60.98,88,27,1.14,scattered clouds
546,Panama City,PA,8.9936,-79.5197,85.95,74,40,12.66,scattered clouds
547,Vinh Yen,VN,21.31,105.5967,78.75,92,18,2.71,few clouds
548,Cirebon,ID,-6.7063,108.557,78.73,71,98,6.06,overcast clouds
549,Agadir,MA,30.4202,-9.5982,68.45,78,96,6.06,overcast clouds
550,Baykit,RU,61.67,96.37,34.16,94,98,1.21,overcast clouds
551,Bontang,ID,0.1333,117.5,77.31,88,100,8.28,moderate rain
552,Mount Isa,AU,-20.7333,139.5,73.17,27,25,9.22,scattered clouds
553,Guánica,PR,17.9716,-66.908,87.26,73,97,4.0,overcast clouds
554,Kaabong,UG,3.4836,34.1492,68.67,70,57,3.29,light rain
555,Casablanca,MA,33.5928,-7.6192,69.33,77,60,8.99,broken clouds
556,Narón,ES,43.5167,-8.1528,58.66,87,79,7.2,broken clouds
557,Zhenlai,CN,45.8495,123.2973,46.78,73,100,8.39,overcast clouds
558,Coahuayana Viejo,MX,18.7333,-103.6833,89.08,63,91,5.82,overcast clouds
559,Yangi Marg`ilon,UZ,40.4272,71.7189,56.12,71,97,6.91,overcast clouds
560,Shaowu,CN,27.3409,117.4831,65.89,92,0,3.33,clear sky
561,Forsytheganj,BY,52.6333,29.7333,44.38,75,78,7.31,broken clouds
562,Chumikan,RU,54.7183,135.315,35.64,71,77,12.71,broken clouds
563,Kavieng,PG,-2.5744,150.7967,82.63,71,100,5.26,overcast clouds
564,Necochea,AR,-38.5473,-58.7368,51.04,70,4,9.75,clear sky
565,Ocampo,MX,21.65,-101.5,65.95,57,100,10.76,overcast clouds
566,Laguna,US,38.421,-121.4238,93.42,22,1,1.01,clear sky
567,Lyngdal,NO,58.1376,7.07,57.88,75,81,17.02,broken clouds
568,La Maddalena,IT,41.2142,9.4083,73.56,78,75,10.51,broken clouds
569,Riachão das Neves,BR,-11.7461,-44.91,85.5,24,8,5.68,clear sky
570,Ca Mau,VN,9.1769,105.15,76.12,93,100,3.65,overcast clouds
571,Ambilobe,MG,-13.2,49.05,67.91,83,9,3.47,clear sky
572,Acandí,CO,8.5063,-77.2778,80.92,91,100,5.86,overcast clouds
573,Boa Vista,BR,2.8197,-60.6733,91.38,49,40,11.5,scattered clouds
574,Marzuq,YE,14.4,46.4667,76.44,58,95,8.93,overcast clouds
575,Xylaganí,GR,40.9833,25.4167,58.39,61,19,6.06,few clouds
576,Vilyuysk,RU,63.7553,121.6247,26.1,85,100,4.0,overcast clouds
577,Deggendorf,DE,48.8333,12.9667,62.2,71,83,2.01,broken clouds
578,Coutances,FR,49.05,-1.4333,59.16,92,4,11.05,clear sky
579,Laguna de Perlas,NI,12.3429,-83.6712,86.09,80,56,8.14,broken clouds
580,Taltal,CL,-25.4,-70.4833,62.42,69,17,6.6,few clouds
581,Vizinga,RU,61.0749,50.1031,31.78,90,26,2.48,scattered clouds
582,Ulkan,RU,57.243,107.3223,34.09,98,100,1.1,overcast clouds
583,Muros,ES,42.7762,-9.0603,60.84,93,78,3.98,broken clouds
584,Pimentel,PE,-6.8367,-79.9342,68.29,64,0,24.16,clear sky
585,Villanueva de la Serena,ES,38.9766,-5.7974,58.82,46,2,7.72,clear sky
586,Mitchell,US,43.7094,-98.0298,80.58,25,1,3.0,clear sky
587,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,78,75,17.27,broken clouds
588,Alexandria,EG,31.2156,29.9553,84.16,45,40,9.22,scattered clouds
589,Aksarka,RU,66.5606,67.7975,29.07,79,93,9.98,overcast clouds
590,Sivas Province,TR,39.7916,37.0019,43.43,100,40,9.22,scattered clouds
591,Bubaque,GW,11.2833,-15.8333,82.27,72,88,2.04,overcast clouds
592,Iracoubo,GF,5.4802,-53.2011,81.68,74,19,11.65,few clouds
593,Chifeng,CN,42.2683,118.9636,48.49,62,100,4.92,overcast clouds
594,Penzance,GB,50.1186,-5.5371,54.28,76,94,23.11,light rain
595,Brazzaville,CG,-4.2658,15.2832,79.16,78,20,2.3,few clouds
596,Tevriz,RU,57.509,72.4042,30.67,91,95,6.91,overcast clouds
597,Ambunti,PG,-4.2365,142.8448,77.81,92,62,1.05,broken clouds
598,Miyako,JP,39.6367,141.9525,64.58,73,1,7.31,clear sky
599,Cuamba,MZ,-14.8031,36.5372,77.47,40,14,3.24,few clouds
600,Halvad,IN,23.0167,71.1833,80.53,86,7,8.57,clear sky
601,Ushirombo,TZ,-3.4919,31.9639,69.17,70,72,6.06,broken clouds
602,Sawtell,AU,-30.3833,153.1,71.62,43,44,5.75,scattered clouds
603,Farsø,DK,56.7728,9.3393,53.73,88,100,13.02,overcast clouds
604,Port Blair,IN,11.6667,92.75,80.11,82,24,7.07,few clouds
605,Qaqortoq,GL,60.7167,-46.0333,41.5,75,0,8.68,clear sky
606,Amalfi,CO,6.9102,-75.0776,66.06,96,98,1.83,light rain
607,Karasjok,NO,69.4719,25.5112,50.11,83,100,17.85,light rain
608,Tessalit,ML,20.1986,1.0114,87.6,13,99,11.48,overcast clouds
609,Matara,LK,5.9485,80.5353,77.14,89,88,7.38,overcast clouds
610,Borba,BR,-4.3878,-59.5939,84.29,61,100,0.54,overcast clouds
611,Fortuna Foothills,US,32.6578,-114.4119,98.22,13,1,3.0,clear sky
612,Tadine,NC,-21.55,167.8833,77.02,82,41,2.04,scattered clouds
613,Pamplona,ES,42.8169,-1.6432,53.51,78,75,6.91,broken clouds
614,Kahului,US,20.8947,-156.47,87.06,71,40,25.32,scattered clouds
615,Verkhoyansk,RU,67.5447,133.385,21.76,92,54,3.24,broken clouds
616,Porto-Novo,BJ,6.4965,2.6036,82.22,88,48,4.79,light rain
617,Novaci,RO,45.1833,23.6667,45.91,61,37,3.87,scattered clouds
618,Avera,US,33.194,-82.5271,84.07,52,95,1.83,overcast clouds
619,Taft,IR,31.7471,54.2088,66.15,26,0,6.91,clear sky
620,Dogondoutchi,NE,13.6393,4.0287,91.29,31,1,7.94,clear sky
621,Upata,VE,8.0086,-62.3989,79.2,90,99,4.41,overcast clouds
622,Vinh,VN,18.6667,105.6667,75.25,92,32,4.5,scattered clouds
623,Along,IN,28.1667,94.7667,70.79,99,100,1.19,overcast clouds
624,Sonqor,IR,34.7837,47.6004,58.01,25,0,3.6,clear sky
625,Rancho Palos Verdes,US,33.7445,-118.387,99.93,59,1,3.0,clear sky
626,Hervey Bay,AU,-25.2986,152.8535,78.04,88,9,17.49,clear sky
627,San Miguel de Tucumán,AR,-26.8241,-65.2226,60.8,39,100,5.75,overcast clouds
628,Adeje,ES,28.1227,-16.726,72.01,59,20,1.01,few clouds
629,Krasnosel'kup,RU,65.7,82.4667,20.52,88,38,9.46,scattered clouds
630,São João da Barra,BR,-21.6403,-41.0511,78.89,83,5,23.94,clear sky
631,Los Algarrobos,PA,8.5,-82.4333,83.46,88,40,5.75,scattered clouds
632,Kang,BW,-23.6752,22.7876,55.0,21,0,8.01,clear sky
633,Caraşova,RO,45.1986,21.87,60.71,52,43,7.09,scattered clouds
634,Sabang,ID,5.8933,95.3214,81.61,76,41,15.12,scattered clouds
635,Kaeo,NZ,-35.1,173.7833,63.32,97,100,8.21,moderate rain
636,Ferkessédougou,CI,9.6,-5.2,75.58,82,54,3.96,light rain
637,Garoowe,SO,8.4054,48.4845,75.65,75,84,16.28,broken clouds
638,Pelym,RU,61.0108,61.9978,27.21,90,12,4.29,few clouds
639,Walvis Bay,NA,-22.9575,14.5053,54.09,87,0,6.91,clear sky
640,Fort Nelson,CA,58.8053,-122.7002,49.59,34,75,13.8,broken clouds
641,Chudniv,UA,50.052,28.1175,44.89,62,29,8.52,scattered clouds
642,América Dourada,BR,-11.4553,-41.4361,75.67,47,3,5.01,clear sky
643,Kroya,ID,-7.6331,109.2461,75.92,83,85,5.53,overcast clouds
644,La Crosse,US,43.8014,-91.2396,69.73,79,90,4.0,overcast clouds
645,Nouakchott,MR,18.0858,-15.9785,82.33,79,2,12.91,clear sky
646,Ginir,ET,7.1333,40.7,59.61,83,100,3.85,overcast clouds
647,Eyl,SO,7.9803,49.8164,77.79,85,58,15.41,broken clouds
648,Santa Cruz de la Sierra,BO,-17.8,-63.1667,92.66,49,40,13.8,scattered clouds
649,Isla Vista,US,34.4133,-119.861,96.35,24,1,8.05,clear sky
650,Tornio,FI,65.8481,24.1466,51.82,82,100,21.54,overcast clouds
651,Marand,IR,38.4329,45.7749,66.54,42,3,7.38,clear sky
652,Carutapera,BR,-1.195,-46.02,79.99,77,100,9.22,overcast clouds
653,Tautira,PF,-17.7333,-149.15,82.42,75,16,9.62,few clouds
654,Mumford,GH,5.2618,-0.759,78.17,90,63,10.29,broken clouds
655,Oktyabr'skiy,RU,54.4815,53.471,41.99,69,93,4.68,overcast clouds
656,Colares,PT,38.7992,-9.4469,62.29,68,0,8.99,clear sky
657,Kailua,US,21.4022,-157.7394,84.18,69,40,14.97,scattered clouds
658,Grants,US,35.1473,-107.8514,68.5,30,66,4.54,broken clouds
659,Dhidhdhoo,MV,6.8833,73.1,81.99,79,81,15.95,broken clouds
660,Labytnangi,RU,66.6572,66.4183,29.23,79,98,7.43,overcast clouds
661,Antalaha,MG,-14.9003,50.2788,68.76,89,33,5.28,light rain
662,Atar,MR,20.5169,-13.0499,94.44,9,28,8.5,scattered clouds
663,Ushtobe,KZ,45.2514,77.9838,45.97,39,100,3.71,overcast clouds
664,Korla,CN,41.7597,86.1469,47.39,29,40,3.24,scattered clouds
665,Benguela,AO,-12.5763,13.4055,72.45,77,95,1.7,overcast clouds
666,Kisangani,CD,0.5167,25.2,69.39,98,88,2.48,overcast clouds
667,Rabat,MA,33.9911,-6.8401,68.07,94,90,3.44,overcast clouds
668,Suntar,RU,62.1444,117.6319,27.77,90,96,3.94,overcast clouds
669,Rio Branco,BR,-9.9747,-67.81,93.81,49,40,5.75,scattered clouds
670,Kemijärvi,FI,66.7131,27.4306,46.18,83,100,13.15,overcast clouds
671,Goderich,CA,43.7501,-81.7165,71.2,94,98,2.3,light rain
672,Kachīry,KZ,53.0675,76.1036,35.6,87,100,4.81,overcast clouds
673,Quime,BO,-16.9833,-67.2167,58.21,75,82,8.25,broken clouds
674,Salima,MW,-13.7804,34.4587,78.1,50,1,2.04,clear sky
675,Grindavik,IS,63.8424,-22.4338,48.15,87,0,18.41,clear sky
676,General Elizardo Aquino,PY,-24.4333,-56.7,70.32,97,92,7.52,overcast clouds
677,Río Gallegos,AR,-51.6226,-69.2181,53.65,32,75,40.29,broken clouds
678,Novy Urengoy,RU,66.0833,76.6333,31.68,81,100,7.67,overcast clouds
679,Moree,AU,-29.4667,149.85,64.42,55,2,9.22,clear sky
680,Rapid Valley,US,44.0625,-103.1463,82.65,17,1,1.99,clear sky
681,Ambulu,ID,-8.345,113.6058,74.25,88,60,1.07,broken clouds
682,Gardez,AF,33.5974,69.2259,52.27,37,0,1.57,clear sky
683,Ankazoabo,MG,-22.2833,44.5167,71.58,74,31,5.44,scattered clouds
684,Linqiong,CN,30.4159,103.4609,76.82,91,73,6.69,broken clouds
685,Dudinka,RU,69.4058,86.1778,20.91,94,98,3.96,overcast clouds
686,Verkhnyaya Inta,RU,65.9811,60.3094,30.38,89,90,7.36,overcast clouds
687,Mandalgovi,MN,45.7625,106.2708,32.59,53,9,2.35,clear sky
688,Saint-Pierre,RE,-21.3393,55.4781,73.08,68,90,3.44,overcast clouds
689,Gigmoto,PH,13.7796,124.39,81.05,87,100,15.86,light rain
690,Christchurch,NZ,-43.5333,172.6333,53.91,90,75,5.01,moderate rain
691,Pimenta Bueno,BR,-11.6725,-61.1936,85.12,53,82,5.03,broken clouds
692,Puerto Colombia,CO,10.9878,-74.9547,84.29,77,100,11.12,overcast clouds
693,Coihueco,CL,-36.6167,-71.8333,59.74,44,0,17.27,clear sky
694,Afareaitu,PF,-17.55,-149.7833,82.42,74,40,5.75,scattered clouds
695,Padang,ID,-0.9492,100.3543,76.53,87,94,2.86,overcast clouds
696,Waingapu,ID,-9.6567,120.2641,74.68,81,64,5.06,broken clouds
697,South Lake Tahoe,US,38.9332,-119.9844,77.63,22,1,8.05,clear sky
698,Oliveira,BR,-20.6964,-44.8272,71.31,75,70,4.34,broken clouds
699,Chongwe,ZM,-15.3292,28.682,75.76,44,93,1.25,overcast clouds
700,Sirte,LY,31.2089,16.5887,76.14,64,0,13.27,clear sky
701,Suamico,US,44.6319,-88.0393,68.77,94,90,1.01,overcast clouds
702,La Libertad,EC,-2.2333,-80.9,73.06,73,40,10.36,scattered clouds
703,Dali,CN,25.7,100.1833,60.94,95,72,3.76,broken clouds
704,Kungurtug,RU,50.5994,97.5228,24.31,76,70,0.72,broken clouds
705,Tiznit Province,MA,29.5833,-9.5,62.29,82,91,4.36,overcast clouds
706,Izhmorskiy,RU,56.194,86.6414,33.03,89,100,7.29,overcast clouds
707,Abonnema,NG,4.7084,6.7931,76.89,90,97,4.56,overcast clouds
